source_an,source_form_codebook,source_form_numeric,source_form_raw,text,gt_protest_form
LEIPZO0020180419ee4j005bp,10 Streik,10.0,strike,Arbeitsniederlegungen,Strike
LEIPZO0020180428ee4s006mx,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180428ee4s006mx,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZO0020180501ee51002mh,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZO0020180517ee5h009q1,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180524ee5o0002z,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",plakatierte,Leaflet / Resolution / Open Letter
LEIPZO0020180529ee5t00567,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Anschlag auf einen Bus,Attack with Damage to Property
LEIPZO0020180529ee5t00567,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,bewarf das Fahrzeug schließlich mit einer teerartigen Substanz,Attack with Damage to Property
LEIPZO0020180605ee6500a9h,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
LEIPZO0020180829ee8t00209,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
LEIPZO0020180829ee8t00209,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
LEIPZO0020180918ee9i00af1,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZO0020180918ee9i00af1,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180918ee9i00af1,10 Streik,10.0,strike,Ausstand,Strike
LEIPZO0020180919ee9j00fqq,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Dutzende Menschen liegen regungslos vor dem Eingang des Neuen Rathauses in Leipzig,Non-verbal Protest / Cultural Event
LEIPZO0020180919ee9j00fqq,"14 Unterschriftensammlung, Petition",14.0,petition,Online-Petition,Petition
LEIPZO0020180919ee9j00fqq,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
LEIPZO0020180919ee9j00fqq,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Spendenparty,Non-verbal Protest / Cultural Event
LEIPZO0020180920ee9b004x2,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,zwölf Fensterscheiben sowie die Eingangs- und eine Nebentür zerstört,Attack with Damage to Property
LEIPZO0020180920ee9d005gv,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",gespielte „feierliche Eröffnung des Freiraums am Campus“ mit Konfetti und Luftschlangen,Non-verbal Protest / Cultural Event
LEIPZO0020180920ee9e007ed,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Fahrraddemo,Demonstration / Assembly
LEIPZO0020180920ee9f005yk,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
LEIPZO0020180920ee9g006k9,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
LEIPZO0020180920ee9g006k9,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",tanzend durch die Innenstadt,Non-verbal Protest / Cultural Event
LEIPZO0020180920ee9g007dp,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Galgomarsch,Demonstration / Assembly
LEIPZO0020180920ee9k00dqj,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180924ee9o00e75,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
LEIPZO0020180928ee9s004jx,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180928ee9s009st,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
LEIPZO0020180929ee9t008kd,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftenaktion,Petition
LEIPZO0020181001eea1009su,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Sprengstoffanschläge,Attack with Damage to Property
LEIPZO0020181005eea500cch,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
LEIPZO0020181005eea500cch,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demonstrationen,Demonstration / Assembly
LEIPZO0020181013eead004xu,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Brandanschlag auf das Auto,Demonstration / Assembly
LEIPZO0020181021eeal007ep,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
LEIPZO0020181021eeal007ep,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Technoparade,Non-verbal Protest / Cultural Event
LEIPZO0020181021eeal009st,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
LEIPZO0020181103eeb30099d,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
LEIPZO0020181105eeb500f7a,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZO0020181105eeb500f7a,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",offenen Briefes,Leaflet / Resolution / Open Letter
LEIPZO0020181108eeb800lu5,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
LEIPZO0020181205eec500kr9,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
LEIPZO0020181213eecd00fz2,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Parolen beschmiert,Attack with Damage to Property
LEIPZO0020181217eech00itt,10 Streik,10.0,strike,Amazon-Streik,Strike
LEIPZO0020181218eeci00439,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Brandanschlag,Attack with Damage to Property
LEIPZO0020181221eecl00dcm,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZO0020190519ee7b00e15,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestfrühstück,Demonstration / Assembly
LEIPZO0020190519ee7s00e1r,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Anti-Kohle-Demonstration,Demonstration / Assembly
LEIPZV0020180103ee1300030,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Brandstifter,Attack with Damage to Property
LEIPZV0020180109ee190001a,10 Streik,10.0,strike,Ausstand,Strike
LEIPZV0020180111ee1b0003b,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
LEIPZV0020180115ee1f0002n,"14 Unterschriftensammlung, Petition",14.0,petition,Online-Petition,Petition
LEIPZV0020180202ee220001q,10 Streik,10.0,strike,Ausstand,Strike
LEIPZV0020180209ee290002x,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
LEIPZV0020180223ee2n00008,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",auf der B 14 am Stuttgarter Neckartor,Demonstration / Assembly
LEIPZV0020180223ee2n00008,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly","Transparente, Trillerpfeifen, Megafone",Demonstration / Assembly
LEIPZV0020180224ee2o0001h,10 Streik,10.0,strike,Warnstreiks,Strike
LEIPZV0020180306ee360009b,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Veranstaltung,Demonstration / Assembly
LEIPZV0020180310ee3a00019,10 Streik,10.0,strike,Warnstreiks,Strike
LEIPZV0020180312ee3c0002j,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Spontandemonstration,Demonstration / Assembly
LEIPZV0020180312ee3c0002j,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
LEIPZV0020180313ee3d0000z,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftenliste,Petition
LEIPZV0020180316ee3g0000z,"14 Unterschriftensammlung, Petition",14.0,petition,unterzeichnet,Petition
LEIPZV0020180319ee3j0001q,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZV0020180319ee3j0001q,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",gegenüber stehen,Demonstration / Assembly
LEIPZV0020180413ee4d0002h,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
LEIPZV0020180414ee4e00001,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelten,Demonstration / Assembly
LEIPZV0020180424ee4o0003y,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Fahrrad-Demo,Demonstration / Assembly
LEIPZV0020180427ee4r0001n,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestieren,Demonstration / Assembly
LEIPZV0020180529ee5t0000s,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,zunächst Flaschen und Steine gegen das Gebäude im Stadtteil Klotzsche geworfen,Attack with Damage to Property
LEIPZV0020180529ee5t0000s,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Zaun um die Unterkunft für unbegleitete minderjährige Flüchtlinge angezündet worden,Attack with Damage to Property
LEIPZV0020180623ee6n0003h,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
LEIPZV0020180625ee6p00005,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Spontandemo,Demonstration / Assembly
LEIPZV0020180625ee6p00005,"11 Blockade, Sit in",11.0,"blockade, sit-in",Mitarbeiter blockieren Werkszufahrt,Blockade / Sit-in
LEIPZV0020180625ee6p0002k,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
LEIPZV0020180626ee6q00017,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Spontandemo,Demonstration / Assembly
LEIPZV0020180626ee6q00017,"11 Blockade, Sit in",11.0,"blockade, sit-in",Blockade,Blockade / Sit-in
LEIPZV0020180627ee6r00012,"11 Blockade, Sit in",11.0,"blockade, sit-in",hielten weiter die Zufahrt blockiert,Blockade / Sit-in
LEIPZV0020180628ee6s0000x,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Flugblätter,Leaflet / Resolution / Open Letter
LEIPZV0020180716ee7g0002i,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
LEIPZV0020180716ee7g0002i,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",getanzt,Non-verbal Protest / Cultural Event
LEIPZV0020180723ee7n0002w,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationszug,Demonstration / Assembly
LEIPZV0020180811ee8b0002i,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,an Wände im Kiez gesprüht,Attack with Damage to Property
LEIPZV0020180817ee8h00006,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",AfD-Proteste,Demonstration / Assembly
LEIPZV0020180818ee8i0002p,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",legt in der Jahnallee am 17.8.2018 einen Radweg aus,Non-verbal Protest / Cultural Event
LEIPZV0020180818ee8i0002p,"14 Unterschriftensammlung, Petition",14.0,petition,Online-Petition,Petition
LEIPZV0020180907ee9700035,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,möglichst hohen Sachschadens,Attack with Damage to Property
LEIPZV0020180907ee9700035,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Autos mit einer Farbsubstanz besprüht,Attack with Damage to Property
LEIPZV0020180921ee9l0002y,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZV0020180924ee9o0002k,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Performance der Aktivisten,Non-verbal Protest / Cultural Event
LEIPZV0020181110eeba00006,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelt,Demonstration / Assembly
LEIPZV0020181112eebc0000e,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Sachbeschädigung,Attack with Damage to Property
LEIPZV0020181218eeci0000t,10 Streik,10.0,strike,gestreikt,Strike
LEIPZV0020181218eeci0000t,10 Streik,10.0,strike,gestreikt.,Strike
LEIPZV0020181218eeci0000t,10 Streik,10.0,strike,Ausstand,Strike
LEIPZV0020181218eeci00045,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Aushängen an Häusern,Leaflet / Resolution / Open Letter
LEIPZV0020181218eeci00045,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","Umwelt-Aktivisten gestalten Parklücken in der ganzen Stadt dabei in Wohnzimmer, Gärten oder Sportflächen um",Non-verbal Protest / Cultural Event
LEIPZV0020181229eect0001q,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
LEIPZV0020181229eect0001q,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Menschenketten,Demonstration / Assembly
LEIPZO0020190101ef110005l,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,beschädigt,Attack with Damage to Property
LEIPZO0020190107ef1700ffl,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,beschädigt,Attack with Damage to Property
LEIPZO0020190108ef18007vf,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,mit Farbe angegriffen,Attack with Damage to Property
LEIPZO0020190111ef1b00di5,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftensammlung,Petition
LEIPZO0020190114ef1e00f1p,"14 Unterschriftensammlung, Petition",14.0,petition,unterzeichnet,Petition
LEIPZO0020190114ef1e00mzu,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
LEIPZO0020190116ef1g00jg1,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestmarsch,Demonstration / Assembly
LEIPZO0020190118ef1i00itt,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
LEIPZO0020190118ef1i00itt,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020190121ef1l0096m,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Steine gegen die Scheiben,Attack with Damage to Property
LEIPZO0020190124ef1n004s9,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Brandanschlägen,Attack with Damage to Property
LEIPZO0020190126ef1q0080x,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
LEIPZO0020190129ef1t00bt2,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,attackierten Unbekannte die Gleisanlagen,Attack with Damage to Property
LEIPZO0020190130ef1u00k51,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
LEIPZO0020190202ef22006mx,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
LEIPZO0020190202ef2200akl,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Lagezentrum.Durch den entstandenen Qualm wirkten die milchig-gläsernen Zugänge zur Tiefgarage kurzzeitig wie der rauchende Schlot eines Kraftwerks,Non-verbal Protest / Cultural Event
LEIPZO0020190204ef240083q,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
LEIPZO0020190204ef240083q,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Menschenkette,Demonstration / Assembly
LEIPZO0020190207ef270076d,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",über die Prager Straße zur Strümpellstraße zu beiden Klinikstandorten ziehen,Demonstration / Assembly
