source_id,source_party,source_year,source_original_id,source_major_topic,source_subtopic,source_words,text,gt_policy_topic
cap_party_republican_2307,Republican,1972.0,2307,19,1900.0,14.0,"The world has changed dramatically in the 1960's, but our foreign policies had not.",International Affairs
cap_party_republican_2308,Republican,1972.0,2308,16,1619.0,6.0,America was hopelessly enmeshed in Vietnam.,Defense
cap_party_republican_2309,Republican,1972.0,2309,19,1900.0,10.0,In all parts of the globe our alliances were frayed.,International Affairs
cap_party_republican_2310,Republican,1972.0,2310,19,1900.0,12.0,With the principal Communist powers our relations showed little prospect of improvement.,International Affairs
cap_party_republican_2311,Republican,1972.0,2311,18,1800.0,6.0,Trade and monetary problems were grave.,Foreign Trade
cap_party_republican_2314,Republican,1972.0,2314,19,1900.0,7.0,America's influence in the world had waned.,International Affairs
cap_party_republican_2315,Republican,1972.0,2315,19,1900.0,30.0,"In only four years we have fashioned foreign policies based on a new spirit of effective negotiation with our adversaries, and a new sense of real partnership with our allies.",International Affairs
cap_party_republican_2317,Republican,1972.0,2317,19,1900.0,29.0,"Not all consequences of our new foreign policy are yet visible, precisely because one of its great purposes is to anticipate crises and avoid them rather than merely respond.",International Affairs
cap_party_republican_2318,Republican,1972.0,2318,19,1921.0,29.0,"Its full impact will be realized over many years, but already there are vivid manifestations of its success:Before this Administration, a Presidential visit to Peking would have been unthinkable.",International Affairs
cap_party_republican_2319,Republican,1972.0,2319,19,1921.0,23.0,Yet our President has gone there to open a candid airing of differences so that they will not lead some day to war.,International Affairs
cap_party_republican_2321,Republican,1972.0,2321,19,1921.0,13.0,"During the 1960's, Presidential visits to Moscow were twice arranged and twice cancelled.",International Affairs
cap_party_republican_2322,Republican,1972.0,2322,19,1921.0,25.0,"Now our President has conferred, in the Soviet Union, with Soviet leaders, and has hammered out agreements to make this world a much safer place.",International Affairs
cap_party_republican_2323,Republican,1972.0,2323,19,1921.0,20.0,"Our President's quest for peace has taken him to 20 other countries, including precedent-shattering visits to Rumania, Yugoslavia and Poland.",International Affairs
cap_party_republican_2324,Republican,1972.0,2324,19,1900.0,10.0,Around the globeââ _ America's alliances have been renewed and strengthened.,International Affairs
cap_party_republican_2325,Republican,1972.0,2325,16,1602.0,23.0,A new spirit of partnership shows results in our NATO partners' expenditures for the common defenseââ âÃup by some $2 billion in two years.,Defense
cap_party_republican_2327,Republican,1972.0,2327,19,1900.0,21.0,Never before has our country negotiated with so many nations on so wide a range of subjectsââ âÃand never with greater success.,International Affairs
cap_party_republican_2328,Republican,1972.0,2328,16,1605.0,12.0,In the last four years we have concluded agreements:To limit nuclear weapons.,Defense
cap_party_republican_2329,Republican,1972.0,2329,16,1605.0,8.0,To ban nuclear weapons from the world's sea-beds.,Defense
cap_party_republican_2330,Republican,1972.0,2330,16,1605.0,9.0,To reduce the risk of an accidental nuclear war.,Defense
cap_party_republican_2331,Republican,1972.0,2331,16,1605.0,9.0,To end the threat of biological and toxin warfare.,Defense
cap_party_republican_2332,Republican,1972.0,2332,19,1921.0,9.0,To terminate American responsibility for the administration of Okinawa.,International Affairs
cap_party_republican_2333,Republican,1972.0,2333,19,1921.0,7.0,To end the recurrent crises over Berlin.,International Affairs
cap_party_republican_2334,Republican,1972.0,2334,19,1921.0,10.0,To provide for U.S.-Soviet cooperation in health and space research.,International Affairs
cap_party_republican_2335,Republican,1972.0,2335,19,1921.0,9.0,To reduce the possibility of dangerous incidents at sea.,International Affairs
cap_party_republican_2336,Republican,1972.0,2336,19,1921.0,11.0,To improve emergency communications between the White House and the Kremlin.,International Affairs
cap_party_republican_2337,Republican,1972.0,2337,19,1906.0,5.0,To realign the world's currencies.,International Affairs
cap_party_republican_2338,Republican,1972.0,2338,18,1803.0,6.0,To reduce barriers to American exports.,Foreign Trade
cap_party_republican_2339,Republican,1972.0,2339,12,1203.0,6.0,To combat the international drug traffic.,Law and Crime
cap_party_republican_2340,Republican,1972.0,2340,19,1902.0,5.0,To protect the international environment.,International Affairs
cap_party_republican_2341,Republican,1972.0,2341,19,1921.0,9.0,To expand cultural relations with peoples of Eastern Europe.,International Affairs
cap_party_republican_2342,Republican,1972.0,2342,19,1921.0,6.0,To settle boundary disputes with Mexico.,International Affairs
cap_party_republican_2343,Republican,1972.0,2343,7,701.0,13.0,To restore the water quality of the Great Lakes in cooperation with Canada.,Environment
cap_party_republican_2344,Republican,1972.0,2344,16,1619.0,10.0,"In Vietnam, too, our new policies have been dramatically effective.",Defense
cap_party_republican_2345,Republican,1972.0,2345,16,1619.0,24.0,"In the 1960's, our nation was plunged into another major warââ âÃfor the fourth time in this century, the third time in a single generation.",Defense
cap_party_republican_2346,Republican,1972.0,2346,16,1619.0,12.0,More than a half-million Americans were fighting in Vietnam in January 1969.,Defense
cap_party_republican_2347,Republican,1972.0,2347,16,1619.0,7.0,Fatalities reached 562 in a single week.,Defense
cap_party_republican_2348,Republican,1972.0,2348,16,1619.0,8.0,There was no plan for bringing Americans home;,Defense
cap_party_republican_2349,Republican,1972.0,2349,16,1619.0,8.0,no hope for an end of the war.,Defense
cap_party_republican_2350,Republican,1972.0,2350,16,1619.0,12.0,"In four years, we have marched toward peace and away from war.",Defense
cap_party_republican_2351,Republican,1972.0,2351,16,1619.0,11.0,"Our forces in Vietnam have been, cut by 93 per cent.",Defense
cap_party_republican_2352,Republican,1972.0,2352,16,1619.0,11.0,No longer do we have a single ground combat unit there.,Defense
cap_party_republican_2353,Republican,1972.0,2353,16,1619.0,7.0,Casualties are down by 95 per cent.,Defense
cap_party_republican_2354,Republican,1972.0,2354,16,1619.0,11.0,Our young draftees are no longer sent there without their consent.,Defense
cap_party_republican_2355,Republican,1972.0,2355,16,1619.0,33.0,"Through it all, we have not abandoned an ally to aggression, not turned our back on their brave defense against brutal invasion, not consigned them to the bloodbath that would follow Communist conquest.",Defense
cap_party_republican_2356,Republican,1972.0,2356,16,1619.0,26.0,"By helping South Vietnam build a capability to withstand aggression, we have laid the foundation for a just peace and a durable peace in Southeast Asia.",Defense
cap_party_republican_2357,Republican,1972.0,2357,19,1900.0,29.0,"From one sector of the globe to another, a sure and strong America, in partnership with other nations, has once again resumed her historic missionââ âÃthe building of lasting peace.",International Affairs
