text,gt_event_type
The police found four bodies in a gunny bag with bearing torture marks.,ASSASSINATION
"For the second time in 12 hours, the Indian BSF resorted to shelling. The shelling lasted 2 hours and killed 1 villager in addition to injuring 15 people including 3 Rangers personnel. The Chenab Rangers retaliated by firing back. ",ATTACK_ON_STATE
"Some unidentified armed assailants gunned down Mohammad BachalPhull, a driver of Agriculture Development Bank, and fled.",ASSASSINATION
"At least 50 people were injured, 40 of them lawyers, when fierce clashes broke out between the police and members of the legal fraternity at the Lahore High Court.",VIOLENT_POLITICAL_DEMONSTRATION
A man was killed in cross fire between two rival transporters' groups. The reason behind the clash was not reported.,RIOT
Rafique had been living in orangi town whose bullet-riddled body was found in the same locality on Wednesday. The victim was former MQM activist.,ASSASSINATION
2 people were killed and 20 were injured outside DC's office on Saturday when people of different political parties gathered and protested against the kidnapping of a girl allegedly by a Zamindar. Police opened fire and use teargas shells to disperse the crowd.,VIOLENT_POLITICAL_DEMONSTRATION
Militants fired a mortar shell that hit a checkpost manned by volunteers of a peace committee. 4 volunteers were injured in the attack. ,RIOT
"Akbar ali shot dead his unmarried sister Jan Bibi and a man, Abdullah, in the pretext of karo-kari. Akbar Ali, surrendered before police along with the pistol he used in the crime. Abdullah's father lodged an FIR against the murder of his son however no one turned to lodge an FIR in connection with the female Jan Bibi.",ASSASSINATION
Traffic on the Lahore-Multan Road remained suspended following a clash between two rival groups of the veterinary university. Reports suggested that the transporters' musclemen refused to let students get on the bus. The injured protesters were shifted to the hospital.,VIOLENT_POLITICAL_DEMONSTRATION
An explosive substance was hurled at the City Police Station on Thursday. However no loss of life was reported.,TERRORISM
A young man was shot dead by unidentified gunmen. ,ASSASSINATION
"The recent wave of political killings continued as gunbattles raged in Landhi and surrounding areas. An activist of the MQM was gunned down in Chishti Nagar in sector 11 1/2 of Orangi Town when armed men opened fire, killing him on the spot. ",ASSASSINATION
Shots fired by snipers hiding on a hill by the Islamabad Highway hit one of the cars used by PM Gillani. Two bullets hit one of the three cars used by the prime minister. ,THREAT_OF_VIOLENCE
PMl-N workers protested against the arrest of party workers during the general strike the day before by burning tyres on the road. ,VIOLENT_POLITICAL_DEMONSTRATION
Indian forces fired several mortars across the LoC. Details are not available.,ATTACK_ON_STATE
militants killed a man they alleged was spying for the US forces stationed across the border in Afghanistan. Afghan national Imran Khan's body was found in the main bazaar of Razmak town. A notes was found on the body saying that he was spying for the US. he had been kidnapped from the area a few days ago.,ASSASSINATION
"following the supreme courts decision that Nawaz and Shahbaz Sharif were ineligibe to contest or hold public office, PML-N workers and leaders staged a protest in which they set tyres on fire. Security forces did not react to the incident.",VIOLENT_POLITICAL_DEMONSTRATION
An 'alleged' terrorist was injured in an encounter with the police in Gulbahar. ,OTHER
"Dr. Qamar Hussain's car was attacked by armed motorcyclists. In the firing, Dr. Hussain was killed while his driver was injured. The Baloch Liberation Army claimed responsibility for the attack",ASSASSINATION
Humayyon police recovered a beheaded body near the police station. The identity of the person could not be ascertained.,ASSASSINATION
As the news of the murder of the Jeay Sindh activist's murder spread some youths in Khokhrapar pelted stones at passing vehicles and tried to block the roads by erecting barricades. police came and controlled theh situation.,VIOLENT_POLITICAL_DEMONSTRATION
Ten militants were killed and fourteen others were injured when helicopter gunships bombed militant hideouts during an operation by the security forces in Tarli area of the Kurram Agency. Two soldiers lost their lives and three others were injured. ,GOV_ATTACK_ON_NONSTATE_COMBATANTS
Two explosive devices were recovered from separate areas in Mardan. ,TERRORISM
"Following a dacoity at a shop, in which the shopkeeper was injured, shopkeepers of the area closed their businesses, blocked the main road, burnt tyres and chanted slogans against the police for their failure to provide security to the business community. Policemen rushed to the spot and assured the protesters that the criminals would be caught. ",VIOLENT_POLITICAL_DEMONSTRATION
"As part of the MQM protest day against the victimisation and arrest of its women workers, a total strike was observed throughout the troubled localities in Karachi. Incidents of heavy shooting were reported from the MQM dominated areas, however, no injury was reported. ",VIOLENT_POLITICAL_DEMONSTRATION
Gas supply from 6 wells to the main Sui purification plant was suspended after a pipeline was blown up in Bugti colony of Dera Bugti.,TERRORISM
"security forces blew up the houses of Qari Shakeel, the vice chief of the Mohmand Taliban, his father-in-law and a suspected militant. Several other houses in the surrounding area were also damaged. ",GOV_ATTACK_ON_CIVILIANS
An Afghan refugee was shot dead by unidentified gunmen.,ASSASSINATION
Two persons were shot dead and three seriously injured when two rival groups of village Lohyanwala. ,RIOT
"12 people were killed and 50 others were injured when explosives stored in a house, which also had a seminary, exploded. The house was owned by Riaz Ahmad Kamboh, a religious teacher and reported to be an active member of a banned militant organization. there is no information on who is responsible for the attack.",TERRORISM
PPP co-chairman Benazir Bhutto alleged that some people drove past her residence and opened fire at the house before fleeing. She also alleged that when she asked the police party standing outside to chase the cuplrits they 'refused to do so'. ,TERRORISM
"The bullet-riddled body of Wakil Hussain, a PPP worker and member of the Salam group, was found in Orangi. ",ASSASSINATION
3 oil tankers were damaged in a blast.,TERRORISM
A home-made device exploded on the Elementary road in Mastung. No casualty was reported but the windowpanes of some nearby houses were smashed.,TERRORISM
Several civilians have been killed and injured in different areas of the tribal region during shelling by security forces from FC camp in Bhai Dag and Mohammad Gat. ,GOV_ATTACK_ON_NONSTATE_COMBATANTS
"Following the assassination of Maulana Abdul Ghafoor Nadeem of the Aalmi Tahaffuz-i-Khatam-i-Nabuat, as people took to the streets and started firing in the air. A large number of people, which included students of a seminary gathered at Patel Hospital where the body of the deceased was taken. ",VIOLENT_POLITICAL_DEMONSTRATION
Three people were killed and two were injured when an improvised explosive device blasted outside a mosque when the people were coming out after the prayers.,TERRORISM
