text,target,gt_stance,target_short
@HillaryClinton @WomenintheWorld we need to re-establish a #global system dominated by love and affection have #moral_humane RT,Hillary Clinton,FAVOR,Clinton
#Hillary is as transparent as a brick wall #LibertyNotHillary,Hillary Clinton,AGAINST,Clinton
@WSJ . Clinton Foundation to keep accepting bribes from foreign governments #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton
"@josephbenning I agree, these are better than what you had before, like a severe cold is better than pneumonia. Good luck.",Hillary Clinton,NONE,Clinton
"What are you afraid of @HillaryClinton? If you can't answer questions from the press, why do we want you as POTUS",Hillary Clinton,AGAINST,Clinton
"Sorry, Hillary's new normal folk image doesn't take away from Behgnazi & her 0 foreign policy successes as Secretary of State.",Hillary Clinton,AGAINST,Clinton
CEO pay the target for 2016 election. From someone who makes more than most CEO's but you drank the Kool-Aid.,Hillary Clinton,NONE,Clinton
@NBCNews including repealing the first amendment. Way to go,Hillary Clinton,AGAINST,Clinton
@NBCNews Stop promoting @HillaryClinton. She is a liar. Just like her impeached husband. #WakeUpAmerica,Hillary Clinton,AGAINST,Clinton
Lets take back our country! Whos with me? No more Democrats!2016,Hillary Clinton,AGAINST,Clinton
"RT @AnthonyCumia: If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",Hillary Clinton,AGAINST,Clinton
I'm #ThatChampion who got kicked off the #Watergate team due to misconduct.  #tcot,Hillary Clinton,NONE,Clinton
.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,Hillary Clinton,AGAINST,Clinton
@JVollmer08 @HillaryforIA #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia,Hillary Clinton,FAVOR,Clinton
Probably not perfect for everyone--which I think is great. But this is the beginning of a conversation.,Hillary Clinton,NONE,Clinton
I'm on the edge of my seat to start volunteering for @HillaryClinton 's presidential campaign!  So excited!!  #cantwait,Hillary Clinton,FAVOR,Clinton
RT @FutureTXLeader: Is everyone in #ElPaso #Texas ready for president #MarcoRubio #UTEP #NewAmericanCentury #2016 #Future #Rub...,Hillary Clinton,AGAINST,Clinton
RT @GunnJessica: Because I want young American women to be able to be proud of the 1st woman president,Hillary Clinton,FAVOR,Clinton
@Chris_1791 @newsbusters 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting,Hillary Clinton,AGAINST,Clinton
"@dnewhauser take that, Marco Rubio. @GOP cannot pander to the Latino vote while pushing policies that hurt the community most.",Hillary Clinton,NONE,Clinton
@StateDept @AmbCathyRussell @AdamSmith_USA @HillaryClinton @HillaryforIA @BarackObama The whole #world is supporting you.,Hillary Clinton,FAVOR,Clinton
Lets remember #dickcheney is an unindicted war criminal b4 we start yelling #Benghazi day after day. Will we ever see justice?,Hillary Clinton,NONE,Clinton
"Although I certainly have disagreements, after reading about @GovernorOMalley I much rather have him than @HillaryClinton.",Hillary Clinton,AGAINST,Clinton
Human rights are women's rights and women's rights are human rights. - Hillary Clinton,Hillary Clinton,FAVOR,Clinton
"Would you wanna be in a long term relationship with some bitch that hides her emails, & lies to your face? Then #Dontvote",Hillary Clinton,AGAINST,Clinton
Bill Clinton just wants to be the first dude to be President and bang one.,Hillary Clinton,NONE,Clinton
@HuffPostPol If @HillaryClinton can do half of what he did then she would be doing is a favor,Hillary Clinton,FAVOR,Clinton
"I've made my decision, to the shock of no one probably, who I'm supporting",Hillary Clinton,NONE,Clinton
"Didn't realize Bob Dole was mentioned in Tupac's ""How do u want it"" #YesterdaysLeaders",Hillary Clinton,NONE,Clinton
If I run for office this will be my original logo:          M   #libertynothillary  #HillNo #tcot #UniteBlue,Hillary Clinton,AGAINST,Clinton
I will be there when your little tree has run out of smell. #ThatChampion,Hillary Clinton,NONE,Clinton
crazy to think next up for the Oval Office is either going to be Hillary or a Republican,Hillary Clinton,AGAINST,Clinton
@NACLA @BrasilWire SOS OBAMA Who?? @BarackObama ?? :-))))  Are you joking? #StopDilma #StopLula #StopForodeSaoPaulo,Hillary Clinton,NONE,Clinton
@CheekyGent @ChuckCJohnson Hey Hillary is on her to way to buy votes too! #HillarySoOld,Hillary Clinton,AGAINST,Clinton
"RT @NicolaSturgeon: ""It's official: Hillary's running for president,"" says her campaign chief. Excellent!",Hillary Clinton,FAVOR,Clinton
"Only in a SEXIST AS FUK world would we question the ""qualifications"" of a former SECRETARY OF STATE.",Hillary Clinton,FAVOR,Clinton
@ChrisChristie couldn't run his way out of a paper bag let alone beat #HillaryClinton. Go home Chris u r drunk. #ChrisChristie,Hillary Clinton,FAVOR,Clinton
"@ReformedBroker ""to da honies gittin money playing #bleep words like dummies"" #POPPA",Hillary Clinton,NONE,Clinton
Forgive #CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways.,Hillary Clinton,NONE,Clinton
Low key it would be interesting to have a female president.,Hillary Clinton,FAVOR,Clinton
"@seanhannity we lost 4,000 of our Military boys when your President pulled out of Iraq.  #LiberalConsequences",Hillary Clinton,AGAINST,Clinton
.@EthanObama I know - it's just going to be a long year!,Hillary Clinton,NONE,Clinton
"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids #IBlamePublicSchools",Hillary Clinton,AGAINST,Clinton
Does Hillary really need to run this country? Could we just make her president of the Bingo club at Shady Pines?  #tcot #p2,Hillary Clinton,AGAINST,Clinton
Lol why do so many people around here hate Hillary?,Hillary Clinton,FAVOR,Clinton
"@HillaryClinton is at the top, and has spent her whole career growing government, keeping the deck stacked. #LibertyNotHillary",Hillary Clinton,AGAINST,Clinton
"Problem with #libertarian is it's not even a decreed party. A house devided against itself, will not stand. think this news to",Hillary Clinton,NONE,Clinton
@HillaryClinton i am portuguese and i support your campaign! Best luck! The world need a person and a women like you! #USA,Hillary Clinton,FAVOR,Clinton
Hillary Clinton for Ambassador to ISIS.,Hillary Clinton,AGAINST,Clinton
"So when all you brave patriots stop Hillary, who you going to replace her with, Jeb Bush? LOL. #losers",Hillary Clinton,FAVOR,Clinton
I'm a woman. Can I be President? @StopHillaryPAC,Hillary Clinton,AGAINST,Clinton
This is not her first time at the rodeo!  @HillaryClinton doesn't care who likes her or not This woman is on a mission #Tough,Hillary Clinton,FAVOR,Clinton
@lajouetreine @KarrattiPaul I'm not a Genitalian,Hillary Clinton,NONE,Clinton
Wondering what the NEXT idiotic GOP smear against @HillaryClinton will be. It's coming for sure. Just don't know details yet.,Hillary Clinton,FAVOR,Clinton
Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly.,Hillary Clinton,FAVOR,Clinton
Do we call Bill Mr President...the first 1st man of Or mr president the 1st man? Lol #imreadyforhillary,Hillary Clinton,FAVOR,Clinton
.@gailtalk @trscoop Of course it was. She'll be handled every step of the way. They can't risk her unscripted.,Hillary Clinton,AGAINST,Clinton
I just want my dog to stop eating the trash,Hillary Clinton,NONE,Clinton
@thehill @evanperez are you kidding me...leave her to focus on issues...the next prez,Hillary Clinton,FAVOR,Clinton
Congratulations @HillaryClinton on entering the 2016 race for President! You have the support of Jews all over the world!,Hillary Clinton,FAVOR,Clinton
"@HillaryClinton had more twitter followers then all four major Republican candidates (Bush, Rubio, Paul, Cruz) COMBINED.",Hillary Clinton,FAVOR,Clinton
#HillaryClinton has yet to release @ClintonFdn donors... Public deserves disclosure. #Scandals #lies #Clintons,Hillary Clinton,AGAINST,Clinton
I want to go back in time to when men and women couldn't appear in the same yearbook as each other #old school,Hillary Clinton,NONE,Clinton
RT @hale_razor:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,Hillary Clinton,AGAINST,Clinton
How can she live with herself? #Benghazi,Hillary Clinton,AGAINST,Clinton
Marriage equality a constitutional right! Woot #HRC2016 #hillaryclinton #readyforhillary #vote #hillaryfor2016 ##mpotus,Hillary Clinton,FAVOR,Clinton
Hillary needs to go to a Sheetz gas station after 10 pm to see the real America.,Hillary Clinton,AGAINST,Clinton
Hillary's campaign events are scripted dog & pony shows designed to shelter her from vetting b4 the coronation,Hillary Clinton,AGAINST,Clinton
"Yes, do tell US, name one of her accomplishments",Hillary Clinton,AGAINST,Clinton
"Apparently, putting cocaine in someone's butthole and then waiting for them to fart in your face is the wrong way to get high.",Hillary Clinton,NONE,Clinton
Why is Hillary lying AGAIN about something news worthy? What's news worthy is if she doesn't lie about something,Hillary Clinton,AGAINST,Clinton
Chipotle employees shouldn't complain Hillary left nothing in the tip jar. They're lucky she didn't dip in and help herself,Hillary Clinton,AGAINST,Clinton
"@Bluesaloon Women are not a demographic, we are at least 50% of the nation. So a woman is no more symbolic than a man",Hillary Clinton,NONE,Clinton
Sending u gay bear love from Chicago @HillaryClinton #HillaryMyPresident,Hillary Clinton,FAVOR,Clinton
I love the smell of Hillary in the morning. It smells like Republican Victory. #TedCruz2016 #MarcoRubio,Hillary Clinton,AGAINST,Clinton
@ProBirdRights: I do a stump speech. It on the stump in the park. attendance mandatory.,Hillary Clinton,NONE,Clinton
I'd still rather have Aaron Hernandez as President than Hillary.,Hillary Clinton,AGAINST,Clinton
@JSavoly @tedcruz Here ya go teddy boy..the world is getting HOTTER!! It's called GLOBAL WARMING!!  You're such a PUTZ!!,Hillary Clinton,NONE,Clinton
@JusticeWillett at least he has a platform,Hillary Clinton,NONE,Clinton
"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary",Hillary Clinton,AGAINST,Clinton
I would LMAO if some negro Democrat decides to run for President. #HillaryClinton2016 #HillarysBigAnnouncement #HillarysDonors,Hillary Clinton,AGAINST,Clinton
"@senna1 @KirillWasHere how many men are getting their dicks sucked daily in congress, etc and no one gives a shit...",Hillary Clinton,NONE,Clinton
"You can't grow an economy from the bottom up. If she gets in, we're ALL in trouble",Hillary Clinton,AGAINST,Clinton
@HillaryClinton Stop raising taxes and let people keep more of their wages! #LibertyNotHillary #StandWithRand,Hillary Clinton,AGAINST,Clinton
"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice",Hillary Clinton,AGAINST,Clinton
"3. Fixing America's political system by getting rid of ""unaccountable"" money, and 4. Protecting the country.",Hillary Clinton,NONE,Clinton
marijuana? marijuaage equality?? coincidence i think nOT!!11!,Hillary Clinton,NONE,Clinton
@KoriWasinger @JButtawipo she also voted for the Iraq war and was responsible for gathering @TheDemocrats votes to support it.,Hillary Clinton,AGAINST,Clinton
Ding Dong ____ _____ __ ____,Hillary Clinton,NONE,Clinton
RT @MaxTollensJr: One-percenter lied about being #DeadBroke No more lies. NO to,Hillary Clinton,NONE,Clinton
@SLessard 100% agree. We need a woman like Hillary that can help this country get nursed back together!,Hillary Clinton,FAVOR,Clinton
Much like you good people I forgot about my #livetweetingbladerunner a couple weeks ago #callback #potroast #cartography #blue,Hillary Clinton,NONE,Clinton
@RandPaul @HillaryClinton you could never dream to be as intelligent as she is,Hillary Clinton,FAVOR,Clinton
"If Hillary will lock Americans in classrooms during her campaign, she'll have no problems locking us all up whenever she wants.",Hillary Clinton,AGAINST,Clinton
"#WhyImNotVotingForHillary she calls education a ""non-family enterprise"" #ImCommitted2DefeatHillary Are you? #ncpol @GOP",Hillary Clinton,AGAINST,Clinton
"@bristola48 @AlciniaH @Mahogany1992 @stphil @MzDivah67 @Progress4Ohio @graceslick77 @AuntLulie @deejayedee He cool, but NO",Hillary Clinton,NONE,Clinton
@Jeff_Nichols_82 @HillaryforIA #freedom_justice_equality_education for innovation and development to make #happy_life in Utopia,Hillary Clinton,FAVOR,Clinton
@WhiteHouse @BarackObama @HillaryforIA @BarackObama The whole #world is supporting you.,Hillary Clinton,FAVOR,Clinton
@HillaryClinton Especially the paid union lackies who have no idea why their there. Propaganda machine spinning overtime.,Hillary Clinton,AGAINST,Clinton
@HillaryClinton The deceit hand? Thats a hand you know well. Right?,Hillary Clinton,AGAINST,Clinton
@AlyssSmithh There she is pant suite Hillary to hide those thighs #HillarysDonors #HillarysBigAnnouncement #Benghazi #Obama,Hillary Clinton,AGAINST,Clinton
@HillaryClinton will pick @SenWarren for VP -Mark my tweet. #UnstoppableTicket #ElizabethWarren,Hillary Clinton,FAVOR,Clinton
I'm going to apply for the Intern job,Hillary Clinton,NONE,Clinton
@TX_1 @politicalmath Then you know how slippery snakes slither over shards of glass!,Hillary Clinton,NONE,Clinton
@46drhouse - Be interesting to see how Hillary defends same when questioned.  She will eventually have to answer questions.,Hillary Clinton,AGAINST,Clinton
.@HillaryClinton What's the ambient temperature in #Hell today? Use that as a guide!,Hillary Clinton,AGAINST,Clinton
"Gov. Chafee, why are you trying to make fetch happen. It's not going to happen.",Hillary Clinton,NONE,Clinton
#everydaysexism Only > @ATikSalt < may say what sexism is. The rest of y'all shut up.,Hillary Clinton,NONE,Clinton
"@tjhansen @owillis serious, if trump runs you'll get a trump tattoo? Calling the Donald!!",Hillary Clinton,NONE,Clinton
"Everything abt @HillaryClinton is BOGUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning",Hillary Clinton,AGAINST,Clinton
#hillaryclinton is a champion of data removal.,Hillary Clinton,AGAINST,Clinton
@FoundersGirl @Artist_Angie I want the first female to be competent.,Hillary Clinton,AGAINST,Clinton
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Hillary Clinton,AGAINST,Clinton
How much was Monica getting paid when Bill's burrito squirted sauce all over her pretty blue dress? @MauraReynolds @politico,Hillary Clinton,AGAINST,Clinton
Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth,Hillary Clinton,NONE,Clinton
I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm,Hillary Clinton,AGAINST,Clinton
Breaking News: #Hillary trades campaign bus for a broomstick.,Hillary Clinton,AGAINST,Clinton
