source_row,source_date,source_country,text,gt_attack_type
20370,2018-12-05,Afghanistan,"12/05/2018: Assailants attacked a police outpost in Pashtun Zarghun district, Herat, Afghanistan. Four police officers were killed and at least seven were abducted. The whereabouts of the hostages are unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Hostage Taking (Kidnapping)
20371,2018-12-05,India,"12/05/2018: An explosive device was discovered and defused at a civilian residence in Goreswar, Assam, India. The All (Baksa District) B.F.D.N Sangodan claimed responsibility for the incident. Sources noted that the attack was likely related to an extortion demand. The specific motive is unknown; however, sources posited that the attack was related to an extortion demand.",Bombing/Explosion
20372,2018-12-05,India,"12/05/2018: An assailant with a machete attacked police personnel at a polling station in Habial Gaon, Assam, India. The assailant was killed. No group claimed responsibility for the attack. The specific motive is unknown; however, sources noted that the attack was related to the panchayat elections, scheduled for December 5, 2018.",Armed Assault
20373,2018-12-05,Philippines,"12/05/2018: An assailant opened fire on Nasser Laban, a peace advocate, while in a van on the national highway in Meta, Maguindanao, Philippines. Laban was killed and the driver of the van was wounded. No group claimed responsibility for the attack.",Armed Assault
20374,2018-12-05,Myanmar,"12/05/2018: Assailants attacked military personnel in Rathedaung, Rakhine, Myanmar. The outcome of the attack is unknown. No group claimed responsibility; however, sources attributed the incident to the Arakan Army (AA).",Unknown
20375,2018-12-06,Thailand,"12/06/2018: An explosive device detonated near a volunteer ranger patrol near Pa Rai, Pattani, Thailand. At least one volunteer ranger, identified as Wirachai Nikhanet, was killed in the blast. No group claimed responsibility for the attack.",Bombing/Explosion
20376,2018-12-06,Philippines,"12/06/2018: Assailants launched rifle grenades at Lapanday Banana Group of Companies processing center in Dallag, North Cotabato, Philippines. Six security guards were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the New Peoples Army (NPA).",Armed Assault
20377,2018-12-06,Democratic Republic of the Congo,"12/06/2018: Assailants opened fire on residents, briefly took residents hostage, and set fire to buildings in Mangolikene, North Kivu, Democratic Republic of the Congo. At least 13 people were killed in the assault. No group claimed responsibility; however, sources attributed the attack to the Allied Democratic Forces (ADF).",Hostage Taking (Kidnapping)
20378,2018-12-06,Democratic Republic of the Congo,"12/06/2018: Assailants abducted five residents in Paida, North Kivu, Democratic Republic of the Congo. All five hostages were executed a short time later and two other people were wounded in the attack. No group claimed responsibility; however, sources attributed the attack to the Allied Democratic Forces (ADF).",Hostage Taking (Kidnapping)
20379,2018-12-06,Somalia,"12/06/2018: An explosive device detonated near a military convoy carrying high-ranking military personnel outside Dhanaane, Lower Shebelle, Somalia. At least nine soldiers, including a military commander and a deputy commander, were killed and four other soldiers were injured in the blast. Al-Shabaab claimed responsibility for the incident.",Assassination
20380,2018-12-06,Somalia,"12/06/2018: Assailants abducted 10 people, including Al-Shabaab members and civilians, in Awdheegle, Lower Shebelle, Somalia. The outcome of the kidnapping is unknown. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab and noted that the targets were accused of spying. The specific motive is unknown; however, sources stated that the assailants believed the victims were informants.",Hostage Taking (Kidnapping)
20381,2018-12-06,Afghanistan,"12/06/2018: Assailants attacked an Afghan National Army (ANA) base in Chashmah, Herat, Afghanistan. At least 14 soldiers and 30 assailants were killed and 20 soldiers were abducted in the attack. The outcome of the kidnapping is unknown. The Taliban claimed responsibility for the attack.",Hostage Taking (Kidnapping)
20382,2018-12-06,Iraq,"12/06/2018: Assailants opened fire on Husayn al-Hijami in Shuala, Baghdad, Iraq. Al-Hijami, a Sadrist Trend leader, was killed in the assault. No group claimed responsibility for the attack.",Assassination
20383,2018-12-06,Iraq,"12/06/2018: A suicide bomber driving an explosives-laden vehicle was arrested at al-Muwazzafin checkpoint in Al Anbar, Iraq. The explosives-laden vehicle was later defused. Othman Ahmed Hammadi Saleh claimed responsibility for the attack.",Bombing/Explosion
20384,2018-12-06,Iran,"12/06/2018: A suicide bomber detonated an explosives laden vehicle near a police station after being stopped by officers along Shahid Rigi boulevard in Chabahar, Sistan and Baluchestan, Iran. Following the detonation of explosives, assailants opened fire on police officers. In addition to the assailant, at least two police officers were killed and at least 42 people were injured, including civilians and police. Ansar al-Furqan claimed responsibility for the attack.",Bombing/Explosion
20385,2018-12-06,Afghanistan,"12/06/2018: Assailants attacked military outposts in Chora district, Uruzgan, Afghanistan. This was one of two coordinated attacks in the district on the same night. Two security personnel and four assailants were killed and an assailant was injured across the ensuing clashes. The victims included a soldier and police officer. The Taliban claimed responsibility for the attacks.",Unknown
20386,2018-12-06,Afghanistan,"12/06/2018: Assailants attacked the district center in in Chora district, Uruzgan, Afghanistan. This was one of two coordinated attacks in the district on the same night. Two security personnel and four assailants were killed and an assailant was injured across the ensuing clashes. The victims included police officers and soldiers. The Taliban claimed responsibility for the attacks.",Unknown
20387,2018-12-06,Nigeria,"12/06/2018: Assailants opened fire on a military base near the Cameroonian border in Rann, Borno, Nigeria. At least three soldiers were killed and it is unknown whether the attack resulted in any other casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",Armed Assault
20388,2018-12-06,Somalia,"12/06/2018: Assailants attacked Somali Armed Forces (SAF) and Jubaland Forces (JF) encampment in Hareer Tuur, Gedo, Somalia. There were an unknown number of casualties in the ensuing clash. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",Unknown
20389,2018-12-06,Mozambique,"12/06/2018: Assailants opened fire in Cogolo, Cabo Delgado, Mozambique. At least one civilian was killed and several houses were burned down in the attack. No group claimed responsibility for the incident.",Armed Assault
20390,2018-12-06,India,"12/06/2018: Assailants abducted Manku Potai in Narayanpur, Chhattisgarh, India. Potai, a deputy sarpanch and former Maoist, was killed shortly after the kidnapping. Maoists claimed responsibility for the attack. The specific motive is unknown; however, sources stated that the victim was targeted for being a police informant.",Assassination
20391,2018-12-06,Philippines,"12/06/2018: Assailants opened fire on Danilo Maldanado, a kagawad of Barangay Pinagkawitan, in Lipa, Batangas, Philippines. Maldanado was killed in the attack. No group claimed responsibility for the incident.",Assassination
20392,2018-12-06,Pakistan,"12/06/2018: Assailants opened fire on a Rangers patrol in Dera Ghazi Khan district, Punjab, Pakistan. One assailant was killed and two Rangers and one assailant were injured in the ensuing clash. This was one of two related attacks in the area on this date. No group claimed responsibility for the incident.",Armed Assault
20393,2018-12-06,Philippines,"12/06/2018: An assailant shot and killed Bedijim Abdullah, a Muslim cleric at the Philippine Military Academy, on Kayang Street, Baguio, Benguet, Philippines. No group claimed responsibility for the attack.",Armed Assault
20394,2018-12-06,Myanmar,"12/06/2018: An explosive device detonated prematurely as assailants were planting it between Buthidaung and Rathedaung in Sangotaung, Rakhine, Myanmar. Two assailants were killed in the blast. A second device was discovered and defused at the scene. No group claimed responsibility for the incident; however, sources attributed the attack to the Arakan Army (AA).",Bombing/Explosion
20395,2018-12-06,Nigeria,"12/06/2018: Assailants opened fire on the vehicle of Reverend Ejike Mbaka in Enugu, Nigeria. Reverend Mbaka, the Adoration Ministries Enugu (AMEN) founder and spiritual director, was not harmed as there were no reported casualties in the assault. No group claimed responsibility for the attack.",Armed Assault
20396,2018-12-06,Tanzania,"12/06/2018: Assailants abducted Sheikh Bashir Gora, a Muslim cleric, in Nyakato, Mwanza, Tanzania. Gora's whereabouts are unknown. No group claimed responsibility for the attack.",Hostage Taking (Kidnapping)
