model,task,field,label,support,predicted_support,f1,accuracy,mcc,precision,recall
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Unarmed Assault,1,0,0,0.99,,,0
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Unknown,12,0,0,0.88,,,0
mistral_small_4_119b_nvfp4,brandt_political_relevance,relevant,0,89,73,0.901234567901,0.84,0.578070606674,1,0.820224719101
mistral_small_4_119b_nvfp4,brandt_political_relevance,relevant,1,11,27,0.578947368421,0.84,0.578070606674,0.407407407407,1
mistral_small_4_119b_nvfp4,burnham_covid_threat_minimization,threat_minimizing,0,71,92,0.846625766871,0.75,0.298937734018,0.75,0.971830985915
mistral_small_4_119b_nvfp4,burnham_covid_threat_minimization,threat_minimizing,1,29,8,0.324324324324,0.75,0.298937734018,0.75,0.206896551724
mistral_small_4_119b_nvfp4,burnham_polnli_entailment,entails,0,57,61,0.915254237288,0.9,0.79636177807,0.885245901639,0.947368421053
mistral_small_4_119b_nvfp4,burnham_polnli_entailment,entails,1,43,39,0.878048780488,0.9,0.79636177807,0.923076923077,0.837209302326
mistral_small_4_119b_nvfp4,burnham_polnli_event_entailment,entails,0,53,55,0.981481481481,0.98,0.960536600515,0.963636363636,1
mistral_small_4_119b_nvfp4,burnham_polnli_event_entailment,entails,1,47,45,0.978260869565,0.98,0.960536600515,1,0.957446808511
mistral_small_4_119b_nvfp4,burnham_trump_stance,stance_toward_trump,Oppose,39,25,0.625,0.76,0.485317563223,0.8,0.512820512821
mistral_small_4_119b_nvfp4,burnham_trump_stance,stance_toward_trump,Neutral,23,41,0.53125,0.7,0.365736803365,0.414634146341,0.739130434783
mistral_small_4_119b_nvfp4,burnham_trump_stance,stance_toward_trump,Support,38,34,0.777777777778,0.84,0.65584660112,0.823529411765,0.736842105263
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Macroeconomics,6,4,0.6,0.96,0.593067216599,0.75,0.5
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Civil Rights,3,2,0.8,0.99,0.81232010044,1,0.666666666667
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Health,11,11,1,1,1,1,1
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Agriculture,4,4,0.75,0.98,0.739583333333,0.75,0.75
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Labor and Immigration,1,0,0,0.99,,,0
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Education,3,3,1,1,1,1,1
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Environment,6,5,0.545454545455,0.95,0.521647832705,0.6,0.5
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Energy,1,3,0.5,0.98,0.571488693326,0.333333333333,1
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Immigration,2,2,1,1,1,1,1
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Transportation,0,0,0,1,,,
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Law and Crime,5,11,0.5,0.92,0.505918947035,0.363636363636,0.8
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Social Welfare,2,1,0,0.97,-0.0143576830751,0,0
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Housing,3,2,0.8,0.99,0.81232010044,1,0.666666666667
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Domestic Commerce,8,5,0.615384615385,0.95,0.608859082343,0.8,0.5
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Defense,10,4,0.571428571429,0.94,0.612372435696,1,0.4
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Technology,6,6,0.666666666667,0.96,0.645390070922,0.666666666667,0.666666666667
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Foreign Trade,7,7,0.714285714286,0.96,0.692780337942,0.714285714286,0.714285714286
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,International Affairs,7,14,0.571428571429,0.91,0.567022091265,0.428571428571,0.857142857143
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Government Operations,15,16,0.709677419355,0.91,0.656967256204,0.6875,0.733333333333
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Public Lands,0,0,0,1,,,
mistral_small_4_119b_nvfp4,cap_crs_policy_topic,policy_topic,Culture,0,0,0,1,,,
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Macroeconomics,9,12,0.666666666667,0.93,0.636572388047,0.583333333333,0.777777777778
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Civil Rights,11,11,0.545454545455,0.9,0.489274770174,0.545454545455,0.545454545455
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Health,5,6,0.727272727273,0.97,0.714850733707,0.666666666667,0.8
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Agriculture,8,8,0.875,0.98,0.864130434783,0.875,0.875
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Labor and Immigration,4,7,0.545454545455,0.95,0.544017408836,0.428571428571,0.75
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Education,10,8,0.888888888889,0.98,0.884651736929,1,0.8
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Environment,3,2,0.8,0.99,0.81232010044,1,0.666666666667
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Energy,3,4,0.857142857143,0.99,0.861549790341,0.75,1
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Immigration,0,1,0,0.99,,0,
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Transportation,2,1,0,0.97,-0.0143576830751,0,0
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Law and Crime,4,6,0.6,0.96,0.593067216599,0.5,0.75
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Social Welfare,4,6,0.4,0.94,0.378187790295,0.333333333333,0.5
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Housing,1,1,1,1,1,1,1
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Domestic Commerce,2,0,0,0.98,,,0
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Defense,7,4,0.545454545455,0.95,0.544017408836,0.75,0.428571428571
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Technology,4,4,1,1,1,1,1
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Foreign Trade,3,3,0.666666666667,0.98,0.656357388316,0.666666666667,0.666666666667
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,International Affairs,10,10,0.6,0.92,0.555555555556,0.6,0.6
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Government Operations,5,6,0.545454545455,0.95,0.521647832705,0.5,0.6
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Public Lands,5,0,0,0.95,,,0
mistral_small_4_119b_nvfp4,cap_party_platform_policy_topic,policy_topic,Culture,0,0,0,1,,,
mistral_small_4_119b_nvfp4,chae_semeval_stance,stance,FAVOR,27,26,0.830188679245,0.91,0.769247276604,0.846153846154,0.814814814815
mistral_small_4_119b_nvfp4,chae_semeval_stance,stance,AGAINST,43,48,0.791208791209,0.81,0.621008106741,0.75,0.837209302326
mistral_small_4_119b_nvfp4,chae_semeval_stance,stance,NONE,30,26,0.714285714286,0.84,0.606942640106,0.769230769231,0.666666666667
mistral_small_4_119b_nvfp4,dicocco_manifesto_populism,populist,0,87,94,0.950276243094,0.91,0.528374191758,0.914893617021,0.988505747126
mistral_small_4_119b_nvfp4,dicocco_manifesto_populism,populist,1,13,6,0.526315789474,0.91,0.528374191758,0.833333333333,0.384615384615
mistral_small_4_119b_nvfp4,douglass_icbe_sentence_event_type,event_type,No Event,32,21,0.566037735849,0.77,0.435790439426,0.714285714286,0.46875
mistral_small_4_119b_nvfp4,douglass_icbe_sentence_event_type,event_type,Action,25,47,0.583333333333,0.7,0.42801031239,0.446808510638,0.84
mistral_small_4_119b_nvfp4,douglass_icbe_sentence_event_type,event_type,Speech,21,24,0.755555555556,0.89,0.687536200262,0.708333333333,0.809523809524
mistral_small_4_119b_nvfp4,douglass_icbe_sentence_event_type,event_type,Thought,9,3,0,0.88,-0.0553063908896,0,0
mistral_small_4_119b_nvfp4,douglass_icbe_sentence_event_type,event_type,Mixed,13,5,0.111111111111,0.84,0.0477518209079,0.2,0.0769230769231
mistral_small_4_119b_nvfp4,erlich_ati_topics,Activities,0,66,60,0.746031746032,0.68,0.318870742164,0.783333333333,0.712121212121
mistral_small_4_119b_nvfp4,erlich_ati_topics,Activities,1,34,40,0.567567567568,0.68,0.318870742164,0.525,0.617647058824
mistral_small_4_119b_nvfp4,erlich_ati_topics,Budget,0,86,83,0.94674556213,0.91,0.661348717189,0.963855421687,0.93023255814
mistral_small_4_119b_nvfp4,erlich_ati_topics,Budget,1,14,17,0.709677419355,0.91,0.661348717189,0.647058823529,0.785714285714
mistral_small_4_119b_nvfp4,erlich_ati_topics,Evaluation,0,71,94,0.848484848485,0.75,0.302517062575,0.744680851064,0.985915492958
mistral_small_4_119b_nvfp4,erlich_ati_topics,Evaluation,1,29,6,0.285714285714,0.75,0.302517062575,0.833333333333,0.172413793103
mistral_small_4_119b_nvfp4,erlich_ati_topics,External Contracts,0,80,81,0.944099378882,0.91,0.713737838708,0.938271604938,0.95
mistral_small_4_119b_nvfp4,erlich_ati_topics,External Contracts,1,20,19,0.769230769231,0.91,0.713737838708,0.789473684211,0.75
mistral_small_4_119b_nvfp4,erlich_ati_topics,Institutional Structure,0,76,88,0.90243902439,0.84,0.513021560701,0.840909090909,0.973684210526
mistral_small_4_119b_nvfp4,erlich_ati_topics,Institutional Structure,1,24,12,0.555555555556,0.84,0.513021560701,0.833333333333,0.416666666667
mistral_small_4_119b_nvfp4,erlich_ati_topics,Other,0,99,77,0.875,0.78,0.183892428122,1,0.777777777778
mistral_small_4_119b_nvfp4,erlich_ati_topics,Other,1,1,23,0.0833333333333,0.78,0.183892428122,0.0434782608696,1
mistral_small_4_119b_nvfp4,erlich_ati_topics,Regulatory,0,89,86,0.925714285714,0.87,0.410799843382,0.941860465116,0.910112359551
mistral_small_4_119b_nvfp4,erlich_ati_topics,Regulatory,1,11,14,0.48,0.87,0.410799843382,0.428571428571,0.545454545455
mistral_small_4_119b_nvfp4,gilardi_relevance,relevant,0,48,47,0.863157894737,0.87,0.739523130866,0.872340425532,0.854166666667
mistral_small_4_119b_nvfp4,gilardi_relevance,relevant,1,52,53,0.87619047619,0.87,0.739523130866,0.867924528302,0.884615384615
mistral_small_4_119b_nvfp4,gilardi_stance,stance,pro,5,9,0,0.86,-0.0721479105366,0,0
mistral_small_4_119b_nvfp4,gilardi_stance,stance,neutral,54,10,0.3125,0.56,0.307652735664,1,0.185185185185
mistral_small_4_119b_nvfp4,gilardi_stance,stance,contra,41,81,0.639344262295,0.56,0.300082949368,0.481481481481,0.951219512195
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,ASSASSINATION,31,17,0.708333333333,0.86,0.675194837364,1,0.548387096774
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,DRONE_ASSASSINATION,0,0,0,1,,,
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,ATTACK_ON_STATE,4,4,1,1,1,1,1
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,CONVENTIONAL_ATTACK_ON_GOV_FORCES,7,7,0.571428571429,0.94,0.539170506912,0.571428571429,0.571428571429
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,GUERILLA_ATTACK_ON_GOV_FORCES,3,7,0.4,0.94,0.411259593774,0.285714285714,0.666666666667
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_NONSTATE_COMBATANTS,5,5,1,1,1,1,1
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_CIVILIANS,3,0,0,0.97,,,0
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,RIOT,14,16,0.8,0.94,0.767250075512,0.75,0.857142857143
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,TERRORISM,14,10,0.75,0.94,0.730094529092,0.9,0.642857142857
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,THREAT_OF_VIOLENCE,0,1,0,0.99,,0,
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,VIOLENT_POLITICAL_DEMONSTRATION,12,14,0.923076923077,0.98,0.915238951128,0.857142857143,1
mistral_small_4_119b_nvfp4,halterman_keith_bfrs,event_type,OTHER,7,19,0.307692307692,0.82,0.266748175217,0.210526315789,0.571428571429
mistral_small_4_119b_nvfp4,halterman_keith_cmp,policy_domain,External Relations,10,8,0.888888888889,0.98,0.884651736929,1,0.8
mistral_small_4_119b_nvfp4,halterman_keith_cmp,policy_domain,Freedom and Democracy,4,6,0.4,0.94,0.378187790295,0.333333333333,0.5
mistral_small_4_119b_nvfp4,halterman_keith_cmp,policy_domain,Political System,13,14,0.518518518519,0.87,0.443900070318,0.5,0.538461538462
mistral_small_4_119b_nvfp4,halterman_keith_cmp,policy_domain,Economy,17,17,0.470588235294,0.82,0.362154500354,0.470588235294,0.470588235294
mistral_small_4_119b_nvfp4,halterman_keith_cmp,policy_domain,Welfare and Quality of Life,42,52,0.787234042553,0.8,0.614806242933,0.711538461538,0.880952380952
mistral_small_4_119b_nvfp4,halterman_keith_cmp,policy_domain,Fabric of Society,9,2,0.363636363636,0.93,0.454256762579,1,0.222222222222
mistral_small_4_119b_nvfp4,halterman_keith_cmp,policy_domain,Social Groups,5,1,0,0.94,-0.0230571487955,0,0
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Anti-Far-Right,6,10,0.5,0.92,0.477219421938,0.4,0.666666666667
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Anticapitalist,1,2,0.666666666667,0.99,0.703526470681,0.5,1
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Church,1,2,0.666666666667,0.99,0.703526470681,0.5,1
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,COVID,1,3,0.5,0.98,0.571488693326,0.333333333333,1
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Democracy,3,7,0.6,0.96,0.641013556776,0.428571428571,1
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Economy,1,8,0,0.91,-0.0296369482983,0,0
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Education,6,5,0.909090909091,0.99,0.908053634709,1,0.833333333333
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Environment,3,8,0.545454545455,0.95,0.596380837295,0.375,1
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Far Right,3,2,0.8,0.99,0.81232010044,1,0.666666666667
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Foreign Rights,2,0,0,0.98,,,0
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Gender,1,1,0,0.98,-0.010101010101,0,0
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Infrastructure,13,1,0.142857142857,0.88,0.259998206915,1,0.0769230769231
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,International,3,4,0.285714285714,0.95,0.263251324827,0.25,0.333333333333
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Labour,24,17,0.731707317073,0.89,0.680685837224,0.882352941176,0.625
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Media,0,2,0,0.98,,0,
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Migration,18,9,0.666666666667,0.91,0.671229804575,1,0.5
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Nuclear Power,1,0,0,0.99,,,0
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Other,0,9,0,0.91,,0,
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Peace,6,2,0.5,0.96,0.565444861288,1,0.333333333333
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Peasants,1,1,1,1,1,1,1
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Political System,3,1,0.5,0.98,0.571488693326,1,0.333333333333
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Repression,0,2,0,0.98,,0,
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Religion,0,1,0,0.99,,0,
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Rights,2,0,0,0.98,,,0
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Social,1,0,0,0.99,,,0
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Solidarity,0,0,0,1,,,
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Tolerance,0,2,0,0.98,,0,
mistral_small_4_119b_nvfp4,haunss_papea_claims,protest_claim,Unclear,0,1,0,0.99,,0,
mistral_small_4_119b_nvfp4,haunss_papea_fgz_forms,protest_form,Demonstration / Assembly,58,58,0.965517241379,0.96,0.91789819376,0.965517241379,0.965517241379
mistral_small_4_119b_nvfp4,haunss_papea_fgz_forms,protest_form,Petition,10,10,1,1,1,1,1
mistral_small_4_119b_nvfp4,haunss_papea_fgz_forms,protest_form,Strike,4,4,0.75,0.98,0.739583333333,0.75,0.75
mistral_small_4_119b_nvfp4,haunss_papea_fgz_forms,protest_form,Non-verbal Protest / Cultural Event,10,11,0.952380952381,0.99,0.948150778616,0.909090909091,1
mistral_small_4_119b_nvfp4,haunss_papea_fgz_forms,protest_form,Leaflet / Resolution / Open Letter,9,9,1,1,1,1,1
mistral_small_4_119b_nvfp4,haunss_papea_fgz_forms,protest_form,Attack with Damage to Property,5,4,0.888888888889,0.99,0.889756521003,1,0.8
mistral_small_4_119b_nvfp4,haunss_papea_fgz_forms,protest_form,Blockade / Sit-in,4,4,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,Referendum unspecified,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,Coronavirus,30,30,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,COVID-economy,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,BLM and responses,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,health,2,2,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,education,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,election outcome,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,pol-neg,5,3,0.5,0.96,0.497597774256,0.666666666667,0.4
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,partisan-neg,3,3,0.666666666667,0.98,0.656357388316,0.666666666667,0.666666666667
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,societal divides,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,morals,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,"nat ident, goals-loss",0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,racism/discrimination,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,welfare,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,terrorism,1,1,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,immigration,8,8,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,asylum,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,crime,1,1,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,europe,6,5,0.909090909091,0.99,0.908053634709,1,0.833333333333
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,constitutional,0,1,0,0.99,,0,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,international trade,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,devolution,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,scot-ind,1,0,0,0.99,,,0
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,constitution,0,1,0,0.99,,0,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,foreign affairs,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,war,2,2,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,defence,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,foreign emergency,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,domestic emergency,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,economy-general,8,8,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,economy-personal,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,unemployment,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,taxation,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,debt/deficit,1,1,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,inflation,3,4,0.857142857143,0.99,0.861549790341,0.75,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,living costs,16,14,0.933333333333,0.98,0.924473451642,1,0.875
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,poverty,3,4,0.857142857143,0.99,0.861549790341,0.75,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,austerity,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,inequality,3,3,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,housing,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,social care,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,pensions/ageing,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,transport/infrastructure,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,environment,6,6,1,1,1,1,1
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,pol value-auth,0,1,0,0.99,,0,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,pol values-liberal,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,pol values-right,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,pol values-left,0,0,0,1,,,
mistral_small_4_119b_nvfp4,mellon_bes_mii_2024,issue,other,0,1,0,0.99,,0,
